location,date,total_cases,new_cases,total_deaths,new_deaths,total_vaccinations
United Kingdom,2022-01-17,6362315,7948,60972,76,63423423
United Kingdom,2022-01-18,6370729,8414,61052,80,63629343
United Kingdom,2022-01-19,6378819,8090,61130,78,63835263
United Kingdom,2022-01-20,6387620,8801,61214,84,64041184
United Kingdom,2022-01-21,6395828,8208,61293,79,64247104
United Kingdom,2022-01-22,6403972,8144,61371,78,64453024
United Kingdom,2022-01-23,6412722,8750,61455,84,64658944
United Kingdom,2022-01-24,6420579,7857,61530,75,64864864
United Kingdom,2022-01-25,6428570,7991,61607,77,65070785
United Kingdom,2022-01-26,6436658,8088,61684,77,65276705
United Kingdom,2022-01-27,6446129,9471,61775,91,65482625
United Kingdom,2022-01-28,6456072,9943,61870,95,65688545
United Kingdom,2022-01-29,6465327,9255,61959,89,65894465
United Kingdom,2022-01-30,6474877,9550,62050,91,66100386
United Kingdom,2022-01-31,6484348,9471,62141,91,66306306
United Kingdom,2022-02-01,6493601,9253,62230,89,66512226
United Kingdom,2022-02-02,6502692,9091,62317,87,66718146
United Kingdom,2022-02-03,6512091,9399,62407,90,66924066
United Kingdom,2022-02-04,6521720,9629,62499,92,67129987
United Kingdom,2022-02-05,6531836,10116,62596,97,67335907
United Kingdom,2022-02-06,6541800,9964,62692,96,67541827
United Kingdom,2022-02-07,6552776,10976,62797,105,67747747
United Kingdom,2022-02-08,6563762,10986,62902,105,67953667
United Kingdom,2022-02-09,6574516,10754,63005,103,68159588
United Kingdom,2022-02-10,6584901,10385,63105,100,68365508
United Kingdom,2022-02-11,6595342,10441,63205,100,68571428
United Kingdom,2022-02-12,6605643,10301,63304,99,68777348
United Kingdom,2022-02-13,6616304,10661,63406,102,68983268
United Kingdom,2022-02-14,6627475,11171,63513,107,69189189
United Kingdom,2022-02-15,6637415,9940,63608,95,69395109
United Kingdom,2022-02-16,6648388,10973,63713,105,69601029
United Kingdom,2022-02-17,6659384,10996,63819,106,69806949
United Kingdom,2022-02-18,6671053,11669,63930,111,70012870
United Kingdom,2022-02-19,6683200,12147,64047,117,70218790
United Kingdom,2022-02-20,6694020,10820,64151,104,70424710
United Kingdom,2022-02-21,6705589,11569,64261,110,70630630
United Kingdom,2022-02-22,6716586,10997,64367,106,70836550
United Kingdom,2022-02-23,6728398,11812,64480,113,71042471
United Kingdom,2022-02-24,6740043,11645,64592,112,71248391
United Kingdom,2022-02-25,6751116,11073,64698,106,71454311
United Kingdom,2022-02-26,6763211,12095,64814,116,71660231
United Kingdom,2022-02-27,6775431,12220,64931,117,71866151
United Kingdom,2022-02-28,6787742,12311,65049,118,72072072
United Kingdom,2022-03-01,6800795,13053,65174,125,72277992
United Kingdom,2022-03-02,6813565,12770,65296,122,72483912
United Kingdom,2022-03-03,6826363,12798,65419,123,72689832
United Kingdom,2022-03-04,6838762,12399,65538,119,72895752
United Kingdom,2022-03-05,6851526,12764,65660,122,73101673
United Kingdom,2022-03-06,6863924,12398,65779,119,73307593
United Kingdom,2022-03-07,6876446,12522,65899,120,73513513
United Kingdom,2022-03-08,6889309,12863,66022,123,73719433
United Kingdom,2022-03-09,6902219,12910,66146,124,73925353
United Kingdom,2022-03-10,6915696,13477,66275,129,74131274
United Kingdom,2022-03-11,6929680,13984,66409,134,74337194
United Kingdom,2022-03-12,6943338,13658,66540,131,74543114
United Kingdom,2022-03-13,6956508,13170,66666,126,74749034
United Kingdom,2022-03-14,6970591,14083,66801,135,74954954
United Kingdom,2022-03-15,6984338,13747,66933,132,75160875
United Kingdom,2022-03-16,6998480,14142,67068,135,75366795
United Kingdom,2022-03-17,7011931,13451,67197,129,75572715
United Kingdom,2022-03-18,7025328,13397,67326,129,75778635
United Kingdom,2022-03-19,7039767,14439,67464,138,75984555
United Kingdom,2022-03-20,7053692,13925,67597,133,76190476
United Kingdom,2022-03-21,7068042,14350,67735,138,76396396
United Kingdom,2022-03-22,7081910,13868,67868,133,76602316
United Kingdom,2022-03-23,7096645,14735,68009,141,76808236
United Kingdom,2022-03-24,7111270,14625,68149,140,77014157
United Kingdom,2022-03-25,7125325,14055,68284,135,77220077
United Kingdom,2022-03-26,7139967,14642,68424,140,77425997
United Kingdom,2022-03-27,7154220,14253,68561,137,77631917
United Kingdom,2022-03-28,7169526,15306,68707,146,77837837
United Kingdom,2022-03-29,7184636,15110,68852,145,78043758
United Kingdom,2022-03-30,7200014,15378,69000,148,78249678
United Kingdom,2022-03-31,7215550,15536,69149,149,78455598
United Kingdom,2022-04-01,7230603,15053,69293,144,78661518
United Kingdom,2022-04-02,7246035,15432,69441,148,78867438
United Kingdom,2022-04-03,7261646,15611,69590,149,79073359
United Kingdom,2022-04-04,7277284,15638,69740,150,79279279
United Kingdom,2022-04-05,7292598,15314,69887,147,79485199
United Kingdom,2022-04-06,7309116,16518,70045,158,79691119
United Kingdom,2022-04-07,7325145,16029,70199,154,79897039
United Kingdom,2022-04-08,7341084,15939,70352,153,80102960
United Kingdom,2022-04-09,7357137,16053,70505,153,80308880
United Kingdom,2022-04-10,7373202,16065,70659,154,80514800
United Kingdom,2022-04-11,7389824,16622,70819,160,80720720
United Kingdom,2022-04-12,7405689,15865,70971,152,80926640
United Kingdom,2022-04-13,7423025,17336,71137,166,81132561
United Kingdom,2022-04-14,7439068,16043,71291,154,81338481
United Kingdom,2022-04-15,7455510,16442,71448,157,81544401
United Kingdom,2022-04-16,7472718,17208,71613,165,81750321
United Kingdom,2022-04-17,7489281,16563,71772,159,81956241
United Kingdom,2022-04-18,7505867,16586,71931,159,82162162
United Kingdom,2022-04-19,7523020,17153,72095,164,82368082
United Kingdom,2022-04-20,7539909,16889,72257,162,82574002
United Kingdom,2022-04-21,7556390,16481,72415,158,82779922
United Kingdom,2022-04-22,7573433,17043,72578,163,82985842
United Kingdom,2022-04-23,7590002,16569,72737,159,83191763
United Kingdom,2022-04-24,7607291,17289,72903,166,83397683
United Kingdom,2022-04-25,7624252,16961,73065,162,83603603
United Kingdom,2022-04-26,7641831,17579,73234,169,83809523
United Kingdom,2022-04-27,7659302,17471,73401,167,84015444
United Kingdom,2022-04-28,7676593,17291,73567,166,84221364
United Kingdom,2022-04-29,7694517,17924,73739,172,84427284
United Kingdom,2022-04-30,7712349,17832,73910,171,84633204
United Kingdom,2022-05-01,7730371,18022,74082,172,84839124
United Kingdom,2022-05-02,7748271,17900,74254,172,85045045
United Kingdom,2022-05-03,7766060,17789,74424,170,85250965
United Kingdom,2022-05-04,7783964,17904,74596,172,85456885
United Kingdom,2022-05-05,7802169,18205,74770,174,85662805
United Kingdom,2022-05-06,7819428,17259,74936,166,85868725
United Kingdom,2022-05-07,7837519,18091,75109,173,86074646
United Kingdom,2022-05-08,7855834,18315,75285,176,86280566
United Kingdom,2022-05-09,7874175,18341,75460,175,86486486
United Kingdom,2022-05-10,7892252,18077,75634,174,86692406
United Kingdom,2022-05-11,7910802,18550,75811,177,86898326
United Kingdom,2022-05-12,7929050,18248,75986,175,87104247
United Kingdom,2022-05-13,7947375,18325,76162,176,87310167
United Kingdom,2022-05-14,7965623,18248,76337,175,87516087
United Kingdom,2022-05-15,7984583,18960,76518,181,87722007
United Kingdom,2022-05-16,8003772,19189,76702,184,87927927
United Kingdom,2022-05-17,8021707,17935,76874,172,88133848
United Kingdom,2022-05-18,8039964,18257,77049,175,88339768
United Kingdom,2022-05-19,8059028,19064,77232,183,88545688
United Kingdom,2022-05-20,8077807,18779,77412,180,88751608
United Kingdom,2022-05-21,8096411,18604,77590,178,88957528
United Kingdom,2022-05-22,8114820,18409,77767,177,89163449
United Kingdom,2022-05-23,8132941,18121,77940,173,89369369
United Kingdom,2022-05-24,8152236,19295,78125,185,89575289
United Kingdom,2022-05-25,8171807,19571,78313,188,89781209
United Kingdom,2022-05-26,8190559,18752,78492,179,89987129
United Kingdom,2022-05-27,8210058,19499,78679,187,90193050
United Kingdom,2022-05-28,8228892,18834,78860,181,90398970
United Kingdom,2022-05-29,8248364,19472,79046,186,90604890
United Kingdom,2022-05-30,8267433,19069,79229,183,90810810
United Kingdom,2022-05-31,8286621,19188,79413,184,91016731
United Kingdom,2022-06-01,8305819,19198,79597,184,91222651
United Kingdom,2022-06-02,8325572,19753,79786,189,91428571
United Kingdom,2022-06-03,8344565,18993,79968,182,91634491
United Kingdom,2022-06-04,8364114,19549,80156,188,91840411
United Kingdom,2022-06-05,8384147,20033,80348,192,92046332
United Kingdom,2022-06-06,8403029,18882,80529,181,92252252
United Kingdom,2022-06-07,8422883,19854,80719,190,92458172
United Kingdom,2022-06-08,8443159,20276,80913,194,92664092
United Kingdom,2022-06-09,8462802,19643,81101,188,92870012
United Kingdom,2022-06-10,8482306,19504,81288,187,93075933
United Kingdom,2022-06-11,8501818,19512,81475,187,93281853
United Kingdom,2022-06-12,8521937,20119,81668,193,93487773
United Kingdom,2022-06-13,8541640,19703,81857,189,93693693
United Kingdom,2022-06-14,8562428,20788,82056,199,93899613
United Kingdom,2022-06-15,8582279,19851,82246,190,94105534
United Kingdom,2022-06-16,8601845,19566,82434,188,94311454
United Kingdom,2022-06-17,8621413,19568,82621,187,94517374
United Kingdom,2022-06-18,8641219,19806,82811,190,94723294
United Kingdom,2022-06-19,8660755,19536,82998,187,94929214
United Kingdom,2022-06-20,8681186,20431,83194,196,95135135
United Kingdom,2022-06-21,8701212,20026,83386,192,95341055
United Kingdom,2022-06-22,8721624,20412,83582,196,95546975
United Kingdom,2022-06-23,8741567,19943,83773,191,95752895
United Kingdom,2022-06-24,8761220,19653,83961,188,95958815
United Kingdom,2022-06-25,8780962,19742,84150,189,96164736
United Kingdom,2022-06-26,8801264,20302,84345,195,96370656
United Kingdom,2022-06-27,8821605,20341,84540,195,96576576
United Kingdom,2022-06-28,8841815,20210,84734,194,96782496
United Kingdom,2022-06-29,8861521,19706,84922,188,96988416
United Kingdom,2022-06-30,8882271,20750,85121,199,97194337
United Kingdom,2022-07-01,8901943,19672,85310,189,97400257
United Kingdom,2022-07-02,8921500,19557,85497,187,97606177
United Kingdom,2022-07-03,8941771,20271,85691,194,97812097
United Kingdom,2022-07-04,8961349,19578,85879,188,98018018
United Kingdom,2022-07-05,8981102,19753,86068,189,98223938
United Kingdom,2022-07-06,9001663,20561,86265,197,98429858
United Kingdom,2022-07-07,9022136,20473,86462,197,98635778
United Kingdom,2022-07-08,9042215,20079,86654,192,98841698
United Kingdom,2022-07-09,9062326,20111,86847,193,99047619
United Kingdom,2022-07-10,9082482,20156,87040,193,99253539
United Kingdom,2022-07-11,9102451,19969,87231,191,99459459
United Kingdom,2022-07-12,9122569,20118,87424,193,99665379
United Kingdom,2022-07-13,9142396,19827,87614,190,99871299
United Kingdom,2022-07-14,9162213,19817,87804,190,100077220
United Kingdom,2022-07-15,9182121,19908,87995,191,100283140
United Kingdom,2022-07-16,9202226,20105,88188,193,100489060
United Kingdom,2022-07-17,9222785,20559,88385,197,100694980
United Kingdom,2022-07-18,9243048,20263,88579,194,100900900
United Kingdom,2022-07-19,9263191,20143,88772,193,101106821
United Kingdom,2022-07-20,9284031,20840,88971,199,101312741
United Kingdom,2022-07-21,9303584,19553,89159,188,101518661
United Kingdom,2022-07-22,9323542,19958,89350,191,101724581
United Kingdom,2022-07-23,9343114,19572,89538,188,101930501
United Kingdom,2022-07-24,9362867,19753,89727,189,102136422
United Kingdom,2022-07-25,9382710,19843,89917,190,102342342
United Kingdom,2022-07-26,9402494,19784,90107,190,102548262
United Kingdom,2022-07-27,9422370,19876,90297,190,102754182
United Kingdom,2022-07-28,9443051,20681,90495,198,102960102
United Kingdom,2022-07-29,9462870,19819,90685,190,103166023
United Kingdom,2022-07-30,9483109,20239,90879,194,103371943
United Kingdom,2022-07-31,9503146,20037,91071,192,103577863
United Kingdom,2022-08-01,9522477,19331,91257,186,103783783
United Kingdom,2022-08-02,9542202,19725,91446,189,103989703
United Kingdom,2022-08-03,9561922,19720,91635,189,104195624
United Kingdom,2022-08-04,9581736,19814,91824,189,104401544
United Kingdom,2022-08-05,9601252,19516,92012,188,104607464
United Kingdom,2022-08-06,9620412,19160,92195,183,104813384
United Kingdom,2022-08-07,9640166,19754,92384,189,105019305
United Kingdom,2022-08-08,9659126,18960,92566,182,105225225
United Kingdom,2022-08-09,9679166,20040,92758,192,105431145
United Kingdom,2022-08-10,9698483,19317,92943,185,105637065
United Kingdom,2022-08-11,9717826,19343,93129,186,105842985
United Kingdom,2022-08-12,9736736,18910,93310,181,106048906
United Kingdom,2022-08-13,9755955,19219,93494,184,106254826
United Kingdom,2022-08-14,9775903,19948,93685,191,106460746
United Kingdom,2022-08-15,9794459,18556,93863,178,106666666
United Kingdom,2022-08-16,9814234,19775,94053,190,106872586
United Kingdom,2022-08-17,9833420,19186,94236,183,107078507
United Kingdom,2022-08-18,9852793,19373,94422,186,107284427
United Kingdom,2022-08-19,9871453,18660,94601,179,107490347
United Kingdom,2022-08-20,9890881,19428,94787,186,107696267
United Kingdom,2022-08-21,9909834,18953,94969,182,107902187
United Kingdom,2022-08-22,9928757,18923,95150,181,108108108
United Kingdom,2022-08-23,9948067,19310,95335,185,108314028
United Kingdom,2022-08-24,9967009,18942,95517,182,108519948
United Kingdom,2022-08-25,9985590,18581,95695,178,108725868
United Kingdom,2022-08-26,10004615,19025,95877,182,108931788
United Kingdom,2022-08-27,10023171,18556,96055,178,109137709
United Kingdom,2022-08-28,10041947,18776,96235,180,109343629
United Kingdom,2022-08-29,10059945,17998,96407,172,109549549
United Kingdom,2022-08-30,10078900,18955,96589,182,109755469
United Kingdom,2022-08-31,10097204,18304,96764,175,109961389
United Kingdom,2022-09-01,10116052,18848,96945,181,110167310
United Kingdom,2022-09-02,10133904,17852,97116,171,110373230
United Kingdom,2022-09-03,10151527,17623,97285,169,110579150
United Kingdom,2022-09-04,10169652,18125,97459,174,110785070
United Kingdom,2022-09-05,10187499,17847,97630,171,110990990
United Kingdom,2022-09-06,10205769,18270,97805,175,111196911
United Kingdom,2022-09-07,10223905,18136,97979,174,111402831
United Kingdom,2022-09-08,10242295,18390,98155,176,111608751
United Kingdom,2022-09-09,10260649,18354,98331,176,111814671
United Kingdom,2022-09-10,10277764,17115,98495,164,112020592
United Kingdom,2022-09-11,10295539,17775,98665,170,112226512
United Kingdom,2022-09-12,10313058,17519,98833,168,112432432
United Kingdom,2022-09-13,10330648,17590,99002,169,112638352
United Kingdom,2022-09-14,10347696,17048,99165,163,112844272
United Kingdom,2022-09-15,10364834,17138,99329,164,113050193
United Kingdom,2022-09-16,10382278,17444,99496,167,113256113
United Kingdom,2022-09-17,10399649,17371,99663,167,113462033
United Kingdom,2022-09-18,10417059,17410,99830,167,113667953
United Kingdom,2022-09-19,10434639,17580,99998,168,113873873
United Kingdom,2022-09-20,10451605,16966,100161,163,114079794
United Kingdom,2022-09-21,10469621,18016,100333,172,114285714
United Kingdom,2022-09-22,10487239,17618,100502,169,114491634
United Kingdom,2022-09-23,10504738,17499,100670,168,114697554
United Kingdom,2022-09-24,10521180,16442,100827,157,114903474
United Kingdom,2022-09-25,10537496,16316,100984,157,115109395
United Kingdom,2022-09-26,10553417,15921,101136,152,115315315
United Kingdom,2022-09-27,10569832,16415,101294,158,115521235
United Kingdom,2022-09-28,10586005,16173,101449,155,115727155
United Kingdom,2022-09-29,10601677,15672,101599,150,115933075
United Kingdom,2022-09-30,10617982,16305,101755,156,116138996
United Kingdom,2022-10-01,10634022,16040,101909,154,116344916
United Kingdom,2022-10-02,10649786,15764,102060,151,116550836
United Kingdom,2022-10-03,10666535,16749,102220,160,116756756
United Kingdom,2022-10-04,10682707,16172,102375,155,116962676
United Kingdom,2022-10-05,10698686,15979,102529,154,117168597
United Kingdom,2022-10-06,10714934,16248,102684,155,117374517
United Kingdom,2022-10-07,10730066,15132,102829,145,117580437
United Kingdom,2022-10-08,10746172,16106,102984,155,117786357
United Kingdom,2022-10-09,10760783,14611,103124,140,117992277
United Kingdom,2022-10-10,10776544,15761,103275,151,118198198
United Kingdom,2022-10-11,10791867,15323,103422,147,118404118
United Kingdom,2022-10-12,10807068,15201,103567,145,118610038
United Kingdom,2022-10-13,10822429,15361,103714,147,118815958
United Kingdom,2022-10-14,10837631,15202,103860,146,119021879
United Kingdom,2022-10-15,10853464,15833,104012,152,119227799
United Kingdom,2022-10-16,10868071,14607,104152,140,119433719
United Kingdom,2022-10-17,10882915,14844,104294,142,119639639
United Kingdom,2022-10-18,10896955,14040,104429,135,119845559
United Kingdom,2022-10-19,10911457,14502,104568,139,120051480
United Kingdom,2022-10-20,10925826,14369,104705,137,120257400
United Kingdom,2022-10-21,10939218,13392,104834,129,120463320
United Kingdom,2022-10-22,10953645,14427,104972,138,120669240
United Kingdom,2022-10-23,10968585,14940,105115,143,120875160
United Kingdom,2022-10-24,10983097,14512,105254,139,121081081
United Kingdom,2022-10-25,10996314,13217,105381,127,121287001
United Kingdom,2022-10-26,11010695,14381,105519,138,121492921
United Kingdom,2022-10-27,11024647,13952,105652,133,121698841
United Kingdom,2022-10-28,11038605,13958,105786,134,121904761
United Kingdom,2022-10-29,11051547,12942,105910,124,122110682
United Kingdom,2022-10-30,11065109,13562,106040,130,122316602
United Kingdom,2022-10-31,11078949,13840,106173,133,122522522
United Kingdom,2022-11-01,11093050,14101,106308,135,122728442
United Kingdom,2022-11-02,11106396,13346,106436,128,122934362
United Kingdom,2022-11-03,11119324,12928,106560,124,123140283
United Kingdom,2022-11-04,11132881,13557,106690,130,123346203
United Kingdom,2022-11-05,11145634,12753,106812,122,123552123
United Kingdom,2022-11-06,11158160,12526,106932,120,123758043
United Kingdom,2022-11-07,11170594,12434,107051,119,123963963
United Kingdom,2022-11-08,11183233,12639,107172,121,124169884
United Kingdom,2022-11-09,11196326,13093,107298,126,124375804
United Kingdom,2022-11-10,11209674,13348,107426,128,124581724
United Kingdom,2022-11-11,11221987,12313,107544,118,124787644
United Kingdom,2022-11-12,11234293,12306,107661,117,124993564
United Kingdom,2022-11-13,11246914,12621,107782,121,125199485
United Kingdom,2022-11-14,11259060,12146,107899,117,125405405
United Kingdom,2022-11-15,11270706,11646,108010,111,125611325
United Kingdom,2022-11-16,11282340,11634,108122,112,125817245
United Kingdom,2022-11-17,11293965,11625,108233,111,126023166
United Kingdom,2022-11-18,11304840,10875,108338,105,126229086
United Kingdom,2022-11-19,11316829,11989,108452,114,126435006
United Kingdom,2022-11-20,11328414,11585,108563,111,126640926
United Kingdom,2022-11-21,11339648,11234,108671,108,126846846
United Kingdom,2022-11-22,11350014,10366,108770,99,127052767
United Kingdom,2022-11-23,11360590,10576,108872,102,127258687
United Kingdom,2022-11-24,11370920,10330,108971,99,127464607
United Kingdom,2022-11-25,11381027,10107,109068,97,127670527
United Kingdom,2022-11-26,11392267,11240,109175,107,127876447
United Kingdom,2022-11-27,11402628,10361,109275,100,128082368
United Kingdom,2022-11-28,11413429,10801,109378,103,128288288
United Kingdom,2022-11-29,11423830,10401,109478,100,128494208
United Kingdom,2022-11-30,11434755,10925,109583,105,128700128
United Kingdom,2022-12-01,11444799,10044,109679,96,128906048
United Kingdom,2022-12-02,11455693,10894,109783,104,129111969
United Kingdom,2022-12-03,11466306,10613,109885,102,129317889
United Kingdom,2022-12-04,11476026,9720,109978,93,129523809
United Kingdom,2022-12-05,11484797,8771,110062,84,129729729
United Kingdom,2022-12-06,11493990,9193,110150,88,129935649
United Kingdom,2022-12-07,11504010,10020,110246,96,130141570
United Kingdom,2022-12-08,11513698,9688,110339,93,130347490
United Kingdom,2022-12-09,11523092,9394,110429,90,130553410
United Kingdom,2022-12-10,11532222,9130,110517,88,130759330
United Kingdom,2022-12-11,11541619,9397,110607,90,130965250
United Kingdom,2022-12-12,11550605,8986,110693,86,131171171
United Kingdom,2022-12-13,11559736,9131,110780,87,131377091
United Kingdom,2022-12-14,11567807,8071,110858,78,131583011
United Kingdom,2022-12-15,11575938,8131,110936,78,131788931
United Kingdom,2022-12-16,11584416,8478,111017,81,131994851
United Kingdom,2022-12-17,11592691,8275,111096,79,132200772
United Kingdom,2022-12-18,11601561,8870,111181,85,132406692
United Kingdom,2022-12-19,11610013,8452,111262,81,132612612
United Kingdom,2022-12-20,11617912,7899,111338,76,132818532
United Kingdom,2022-12-21,11625784,7872,111413,75,133024453
United Kingdom,2022-12-22,11633675,7891,111489,76,133230373
United Kingdom,2022-12-23,11641495,7820,111564,75,133436293
United Kingdom,2022-12-24,11648603,7108,111632,68,133642213
United Kingdom,2022-12-25,11656128,7525,111704,72,133848133
United Kingdom,2022-12-26,11664153,8025,111781,77,134054054
United Kingdom,2022-12-27,11671774,7621,111854,73,134259974
United Kingdom,2022-12-28,11678823,7049,111922,68,134465894
United Kingdom,2022-12-29,11686317,7494,111993,71,134671814
United Kingdom,2022-12-30,11693151,6834,112059,66,134877734
United Kingdom,2022-12-31,11700406,7255,112128,69,135083655
United Kingdom,2023-01-01,11707065,6659,112192,64,135289575
United Kingdom,2023-01-02,11713977,6912,112258,66,135495495
United Kingdom,2023-01-03,11721441,7464,112330,72,135701415
United Kingdom,2023-01-04,11728282,6841,112396,66,135907335
United Kingdom,2023-01-05,11734896,6614,112459,63,136113256
United Kingdom,2023-01-06,11741864,6968,112526,67,136319176
United Kingdom,2023-01-07,11749593,7729,112600,74,136525096
United Kingdom,2023-01-08,11755120,5527,112653,53,136731016
United Kingdom,2023-01-09,11761213,6093,112711,58,136936936
United Kingdom,2023-01-10,11767092,5879,112767,56,137142857
United Kingdom,2023-01-11,11773416,6324,112828,61,137348777
United Kingdom,2023-01-12,11779508,6092,112886,58,137554697
United Kingdom,2023-01-13,11784860,5352,112938,52,137760617
United Kingdom,2023-01-14,11790724,5864,112994,56,137966537
United Kingdom,2023-01-15,11796160,5436,113046,52,138172458
United Kingdom,2023-01-16,11801934,5774,113101,55,138378378
United Kingdom,2023-01-17,11806779,4845,113148,47,138584298
United Kingdom,2023-01-18,11812089,5310,113199,51,138790218
United Kingdom,2023-01-19,11817800,5711,113253,54,138996138
United Kingdom,2023-01-20,11823240,5440,113306,53,139202059
United Kingdom,2023-01-21,11828475,5235,113356,50,139407979
United Kingdom,2023-01-22,11832712,4237,113396,40,139613899
United Kingdom,2023-01-23,11837540,4828,113443,47,139819819
United Kingdom,2023-01-24,11842137,4597,113487,44,140025740
United Kingdom,2023-01-25,11846648,4511,113530,43,140231660
United Kingdom,2023-01-26,11850855,4207,113570,40,140437580
United Kingdom,2023-01-27,11856155,5300,113621,51,140643500
United Kingdom,2023-01-28,11860823,4668,113666,45,140849420
United Kingdom,2023-01-29,11865148,4325,113707,41,141055341
United Kingdom,2023-01-30,11869242,4094,113746,39,141261261
United Kingdom,2023-01-31,11873116,3874,113784,38,141467181
United Kingdom,2023-02-01,11877107,3991,113822,38,141673101
United Kingdom,2023-02-02,11881681,4574,113866,44,141879021
United Kingdom,2023-02-03,11885468,3787,113902,36,142084942
United Kingdom,2023-02-04,11889687,4219,113942,40,142290862
United Kingdom,2023-02-05,11893893,4206,113983,41,142496782
United Kingdom,2023-02-06,11896921,3028,114012,29,142702702
United Kingdom,2023-02-07,11901035,4114,114051,39,142908622
United Kingdom,2023-02-08,11905502,4467,114094,43,143114543
United Kingdom,2023-02-09,11909090,3588,114128,34,143320463
United Kingdom,2023-02-10,11912463,3373,114161,33,143526383
United Kingdom,2023-02-11,11915889,3426,114193,32,143732303
United Kingdom,2023-02-12,11919300,3411,114226,33,143938223
United Kingdom,2023-02-13,11921918,2618,114251,25,144144144
United Kingdom,2023-02-14,11925185,3267,114283,32,144350064
United Kingdom,2023-02-15,11928267,3082,114312,29,144555984
United Kingdom,2023-02-16,11930677,2410,114335,23,144761904
United Kingdom,2023-02-17,11933771,3094,114365,30,144967824
United Kingdom,2023-02-18,11936509,2738,114391,26,145173745
United Kingdom,2023-02-19,11939063,2554,114416,25,145379665
United Kingdom,2023-02-20,11942376,3313,114447,31,145585585
United Kingdom,2023-02-21,11945384,3008,114476,29,145791505
United Kingdom,2023-02-22,11948240,2856,114503,27,145997425
United Kingdom,2023-02-23,11951230,2990,114532,29,146203346
United Kingdom,2023-02-24,11953146,1916,114550,18,146409266
United Kingdom,2023-02-25,11955339,2193,114572,22,146615186
United Kingdom,2023-02-26,11957357,2018,114591,19,146821106
United Kingdom,2023-02-27,11959831,2474,114615,24,147027027
United Kingdom,2023-02-28,11962442,2611,114640,25,147232947
United Kingdom,2023-03-01,11964983,2541,114664,24,147438867
United Kingdom,2023-03-02,11966938,1955,114683,19,147644787
United Kingdom,2023-03-03,11968812,1874,114701,18,147850707
United Kingdom,2023-03-04,11970427,1615,114716,15,148056628
United Kingdom,2023-03-05,11972302,1875,114734,18,148262548
United Kingdom,2023-03-06,11974353,2051,114754,20,148468468
United Kingdom,2023-03-07,11976509,2156,114774,20,148674388
United Kingdom,2023-03-08,11978144,1635,114790,16,148880308
United Kingdom,2023-03-09,11979125,981,114799,9,149086229
United Kingdom,2023-03-10,11980514,1389,114813,14,149292149
United Kingdom,2023-03-11,11982343,1829,114830,17,149498069
United Kingdom,2023-03-12,11982979,636,114836,6,149703989
United Kingdom,2023-03-13,11984747,1768,114853,17,149909909
United Kingdom,2023-03-14,11986260,1513,114868,15,150115830
United Kingdom,2023-03-15,11987335,1075,114878,10,150321750
United Kingdom,2023-03-16,11988114,779,114886,8,150527670
United Kingdom,2023-03-17,11989129,1015,114895,9,150733590
United Kingdom,2023-03-18,11989781,652,114902,7,150939510
United Kingdom,2023-03-19,11990545,764,114909,7,151145431
United Kingdom,2023-03-20,11991288,743,114916,7,151351351
United Kingdom,2023-03-21,11992369,1081,114926,10,151557271
United Kingdom,2023-03-22,11993216,847,114934,8,151763191
United Kingdom,2023-03-23,11993782,566,114940,6,151969111
United Kingdom,2023-03-24,11994655,873,114948,8,152175032
United Kingdom,2023-03-25,11995807,1152,114959,11,152380952
United Kingdom,2023-03-26,11996161,354,114963,4,152586872
United Kingdom,2023-03-27,11996622,461,114967,4,152792792
United Kingdom,2023-03-28,11997096,474,114972,5,152998712
United Kingdom,2023-03-29,11997802,706,114978,6,153204633
United Kingdom,2023-03-30,11998561,759,114986,8,153410553
United Kingdom,2023-03-31,11999178,617,114992,6,153616473
United Kingdom,2023-04-01,11999836,658,114998,6,153822393
United Kingdom,2023-04-02,12000063,227,115000,2,154028314
United Kingdom,2023-04-03,12001066,1003,115010,10,154234234
United Kingdom,2023-04-04,12001158,92,115011,1,154440154
United Kingdom,2023-04-05,12001641,483,115015,4,154646074
United Kingdom,2023-04-06,12002146,505,115020,5,154851994
United Kingdom,2023-04-07,12002244,98,115021,1,155057915
United Kingdom,2023-04-08,12002792,548,115026,5,155263835
United Kingdom,2023-04-09,12002801,9,115026,0,155469755
United Kingdom,2023-04-10,12002850,49,115027,1,155675675
United Kingdom,2023-04-11,12003394,544,115032,5,155881595
United Kingdom,2023-04-12,12004201,807,115040,8,156087516
United Kingdom,2023-04-13,12004252,51,115040,0,156293436
United Kingdom,2023-04-14,12004364,112,115041,1,156499356
United Kingdom,2023-04-15,12004620,256,115044,3,156705276
United Kingdom,2023-04-16,12004831,211,115046,2,156911196
United Kingdom,2023-04-17,12005160,329,115049,3,157117117
United Kingdom,2023-04-18,12005642,482,115054,5,157323037
United Kingdom,2023-04-19,12006204,562,115059,5,157528957
United Kingdom,2023-04-20,12007183,979,115068,9,157734877
United Kingdom,2023-04-21,12007680,497,115073,5,157940797
United Kingdom,2023-04-22,12007757,77,115074,1,158146718
United Kingdom,2023-04-23,12007906,149,115075,1,158352638
United Kingdom,2023-04-24,12008359,453,115080,5,158558558
United Kingdom,2023-04-25,12008443,84,115080,0,158764478
United Kingdom,2023-04-26,12008739,296,115083,3,158970398
United Kingdom,2023-04-27,12009037,298,115086,3,159176319
